customerID,gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,Churn
ID_2639,Female,1,Yes,No,20,Yes,No,Fiber optic,Yes,No,Yes,No,Yes,No internet service,One year,Yes,Mailed check,94.42,5801.1,Yes
ID_2640,Male,0,Yes,Yes,62,Yes,No,No,No internet service,Yes,No internet service,No,Yes,Yes,Two year,No,Electronic check,80.36,322.45,No
ID_2641,Female,0,No,Yes,13,No,Yes,Fiber optic,No,No,Yes,No,Yes,No,Month-to-month,Yes,Bank transfer (automatic),37.03,792.36,Yes
ID_2642,Male,1,Yes,No,43,Yes,No phone service,No,No internet service,Yes,Yes,Yes,No,Yes,Month-to-month,No,Electronic check,69.12,3266.71,No
ID_2643,Male,0,No,No,21,Yes,Yes,Fiber optic,No,Yes,No internet service,Yes,No internet service,No,Month-to-month,No,Mailed check,63.75,3343.73,Yes
ID_2644,Male,0,No,Yes,6,Yes,No,No,No internet service,Yes,Yes,No internet service,No,Yes,One year,No,Mailed check,20.25,2600.19,Yes
ID_2645,Male,0,Yes,No,71,Yes,Yes,Fiber optic,Yes,No,Yes,Yes,No,Yes,Month-to-month,Yes,Mailed check,117.9,5656.86,Yes
ID_2646,Female,0,Yes,No,53,Yes,Yes,Fiber optic,No,No internet service,Yes,Yes,No internet service,No,Month-to-month,Yes,Electronic check,89.42,5278.89,Yes
ID_2647,Male,0,No,No,52,No,Yes,Fiber optic,No internet service,No internet service,No internet service,Yes,No internet service,Yes,Month-to-month,No,Bank transfer (automatic),55.42,5951.07,No
ID_2648,Male,0,No,Yes,69,Yes,No,Fiber optic,No,Yes,No,No,Yes,No internet service,Month-to-month,No,Mailed check,76.24,2020.74,No
ID_2649,Female,0,Yes,No,9,Yes,Yes,No,Yes,Yes,No,No internet service,No,No,One year,Yes,Mailed check,107.76,42.27,Yes
ID_2650,Female,0,Yes,No,46,Yes,Yes,DSL,Yes,No,No,No,Yes,Yes,One year,No,Mailed check,22.06,8400.73,No
ID_2651,Male,0,Yes,No,71,Yes,Yes,DSL,No internet service,Yes,Yes,No,No,Yes,One year,Yes,Credit card (automatic),44.26,6713.94,No
ID_2652,Female,0,Yes,No,30,Yes,Yes,No,No,No,No internet service,No internet service,Yes,Yes,Month-to-month,No,Mailed check,113.51,3979.14,No
ID_2653,Male,1,No,No,43,Yes,No,Fiber optic,No,No,No,No internet service,Yes,Yes,One year,Yes,Credit card (automatic),19.83,398.01,No
ID_2654,Male,0,No,No,59,No,Yes,DSL,No internet service,Yes,Yes,Yes,Yes,No,Month-to-month,No,Mailed check,76.65,1744.45,No
ID_2655,Male,1,No,No,38,Yes,Yes,Fiber optic,No internet service,No,No internet service,No,No internet service,Yes,Two year,Yes,Credit card (automatic),72.17,477.75,Yes
ID_2656,Male,0,Yes,No,34,Yes,No,Fiber optic,No,No,No internet service,No,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),116.74,4154.22,Yes
ID_2657,Female,0,Yes,No,46,Yes,No,Fiber optic,No internet service,No,No,No internet service,No,Yes,Two year,Yes,Credit card (automatic),61.46,1900.76,No
ID_2658,Male,0,No,No,32,Yes,No,No,No,No,No internet service,No,No internet service,No,Month-to-month,Yes,Bank transfer (automatic),116.32,4685.99,Yes
ID_2659,Female,0,Yes,No,16,Yes,No phone service,Fiber optic,No,Yes,Yes,Yes,No,No,Month-to-month,Yes,Electronic check,19.42,556.33,Yes
ID_2660,Female,0,Yes,No,39,Yes,Yes,Fiber optic,Yes,Yes,No,Yes,No,Yes,Two year,No,Electronic check,52.37,6178.86,No
ID_2661,Female,0,Yes,Yes,1,Yes,No,No,Yes,Yes,Yes,No,Yes,No internet service,One year,Yes,Bank transfer (automatic),45.29,891.43,No
ID_2662,Female,0,No,Yes,57,Yes,No,No,No internet service,Yes,No,Yes,No,No,Month-to-month,No,Bank transfer (automatic),32.95,2700.5,Yes
ID_2663,Male,0,Yes,No,20,Yes,No,DSL,No,Yes,No internet service,Yes,No internet service,No,Month-to-month,Yes,Mailed check,118.33,5610.04,No
ID_2664,Female,0,Yes,No,42,Yes,No,Fiber optic,No,Yes,No,No,Yes,Yes,One year,Yes,Mailed check,115.95,951.16,Yes
ID_2665,Male,0,No,Yes,34,Yes,Yes,Fiber optic,No,No,No,No,Yes,No,One year,No,Bank transfer (automatic),32.73,8498.83,No
ID_2666,Female,0,No,No,50,Yes,Yes,No,No,No,Yes,Yes,Yes,No,Month-to-month,Yes,Mailed check,70.83,1675.98,No
ID_2667,Female,0,Yes,Yes,11,Yes,No,No,Yes,Yes,No,Yes,No,Yes,Month-to-month,No,Electronic check,27.84,331.73,Yes
ID_2668,Male,0,No,No,43,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,No,Yes,Month-to-month,No,Credit card (automatic),30.7,5812.5,No
ID_2669,Male,0,Yes,Yes,10,No,No,No,No,No,Yes,Yes,No internet service,Yes,Two year,Yes,Bank transfer (automatic),89.52,3325.22,No
ID_2670,Male,0,Yes,No,8,Yes,No,Fiber optic,No internet service,No,No,No internet service,Yes,Yes,Two year,No,Bank transfer (automatic),105.39,8401.83,Yes
ID_2671,Female,1,No,No,19,Yes,Yes,No,No,No,No,No internet service,Yes,No,Two year,No,Mailed check,79.02,775.32,No
ID_2672,Female,0,Yes,No,65,Yes,Yes,No,No,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Credit card (automatic),29.56,3095.57,Yes
ID_2673,Male,0,Yes,Yes,55,Yes,Yes,No,No,No,No,No,No internet service,Yes,Two year,Yes,Electronic check,101.24,5160.71,Yes
ID_2674,Male,0,No,No,52,Yes,Yes,No,Yes,Yes,No,No,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),105.0,4735.66,Yes
ID_2675,Male,1,No,No,3,Yes,Yes,Fiber optic,Yes,No,No,No internet service,Yes,No,Month-to-month,No,Credit card (automatic),74.54,4248.56,Yes
ID_2676,Male,0,No,No,53,Yes,Yes,DSL,Yes,No,Yes,Yes,No,No,Month-to-month,Yes,Bank transfer (automatic),60.15,3345.44,No
ID_2677,Female,1,Yes,No,44,Yes,Yes,Fiber optic,No internet service,No,No,Yes,Yes,No,Month-to-month,Yes,Bank transfer (automatic),59.23,7252.39,No
ID_2678,Male,0,Yes,No,48,Yes,Yes,No,No internet service,Yes,No,Yes,Yes,Yes,Month-to-month,No,Credit card (automatic),84.68,1215.38,No
ID_2679,Male,0,Yes,Yes,54,Yes,Yes,No,No,No internet service,No,Yes,Yes,No,Month-to-month,Yes,Electronic check,110.22,4364.27,Yes
ID_2680,Male,1,Yes,Yes,16,Yes,No phone service,DSL,Yes,No internet service,No internet service,Yes,No internet service,Yes,Month-to-month,Yes,Electronic check,109.48,4979.63,Yes
ID_2681,Male,0,Yes,No,30,Yes,No phone service,DSL,Yes,Yes,No,No internet service,Yes,No,Month-to-month,Yes,Credit card (automatic),97.15,7686.08,Yes
ID_2682,Female,0,No,No,28,Yes,Yes,Fiber optic,Yes,Yes,No internet service,Yes,Yes,Yes,Two year,Yes,Bank transfer (automatic),53.82,2466.65,No
ID_2683,Male,0,Yes,No,16,Yes,Yes,Fiber optic,No internet service,No,No internet service,No,No,Yes,Month-to-month,Yes,Credit card (automatic),58.75,2391.37,No
ID_2684,Female,1,Yes,No,51,Yes,No,DSL,No,No,No,No,Yes,No,One year,No,Mailed check,91.31,7037.21,No
ID_2685,Male,0,Yes,No,33,Yes,Yes,No,No internet service,No,No,No,No,No,Two year,Yes,Mailed check,87.86,2418.11,Yes
ID_2686,Male,0,Yes,Yes,25,Yes,No,DSL,No,No internet service,Yes,Yes,No,No,One year,No,Bank transfer (automatic),110.53,485.72,No
ID_2687,Female,0,No,No,18,No,Yes,Fiber optic,No,Yes,No internet service,Yes,Yes,No internet service,One year,Yes,Electronic check,97.87,4545.25,Yes
ID_2688,Male,0,Yes,No,26,Yes,Yes,DSL,No,No,Yes,No internet service,No,No internet service,Month-to-month,No,Electronic check,116.6,6596.63,Yes
ID_2689,Female,1,No,No,6,Yes,No,No,Yes,Yes,Yes,No,No internet service,Yes,Month-to-month,Yes,Credit card (automatic),40.51,1348.84,Yes
ID_2690,Female,0,No,No,38,Yes,No,Fiber optic,No,Yes,No internet service,No,No internet service,No,One year,No,Credit card (automatic),110.97,6622.54,No
ID_2691,Male,0,No,Yes,44,Yes,No phone service,Fiber optic,No internet service,Yes,No,No,No internet service,No,One year,No,Bank transfer (automatic),116.14,3091.04,No
ID_2692,Female,1,Yes,Yes,67,Yes,Yes,Fiber optic,No,No,Yes,Yes,No internet service,Yes,Month-to-month,No,Mailed check,109.23,8238.51,Yes
ID_2693,Female,0,No,No,43,Yes,No,DSL,No,No,No internet service,No,No internet service,Yes,Month-to-month,No,Bank transfer (automatic),32.44,772.92,Yes
ID_2694,Female,0,Yes,No,6,Yes,No,No,No,Yes,No,Yes,Yes,No internet service,Month-to-month,No,Electronic check,112.86,2751.15,Yes
ID_2695,Female,0,Yes,No,64,Yes,No,No,No,No,No,No internet service,No,No internet service,Two year,No,Mailed check,94.41,1839.88,No
ID_2696,Female,0,Yes,No,13,Yes,No,No,No,No,Yes,No,No,Yes,Month-to-month,Yes,Mailed check,54.61,7791.21,Yes
ID_2697,Female,0,Yes,No,65,Yes,No phone service,DSL,Yes,Yes,No,No,No,Yes,Month-to-month,Yes,Mailed check,64.01,2438.64,Yes
ID_2698,Female,0,Yes,No,38,Yes,No,DSL,No internet service,Yes,No,No,No internet service,Yes,Two year,Yes,Mailed check,24.78,2320.77,Yes
ID_2699,Female,0,Yes,No,64,Yes,Yes,Fiber optic,Yes,Yes,No,No,Yes,No,Month-to-month,Yes,Mailed check,59.7,6125.67,Yes
ID_2700,Male,0,Yes,No,14,Yes,No,DSL,No,No,Yes,No,Yes,No,Month-to-month,No,Bank transfer (automatic),43.11,8243.63,Yes
ID_2701,Male,0,No,No,17,Yes,No,No,Yes,No,No,No internet service,No internet service,No,One year,Yes,Mailed check,90.55,5133.74,No
ID_2702,Female,0,Yes,No,13,Yes,No,Fiber optic,Yes,No,No,Yes,No,Yes,Month-to-month,No,Bank transfer (automatic),75.02,8181.4,No
ID_2703,Male,0,No,No,6,No,No,DSL,No,Yes,No internet service,No,Yes,No,Month-to-month,Yes,Mailed check,112.12,5721.28,Yes
ID_2704,Female,0,No,No,6,Yes,Yes,DSL,No internet service,No internet service,No,No,Yes,No,Two year,Yes,Mailed check,80.46,1727.18,Yes
ID_2705,Female,1,Yes,No,37,Yes,Yes,No,No,No,Yes,No,No,No,Month-to-month,No,Credit card (automatic),96.43,6471.1,No
ID_2706,Male,0,No,Yes,57,Yes,Yes,No,Yes,No,Yes,No,No internet service,No,One year,Yes,Electronic check,99.92,2587.78,Yes
ID_2707,Female,0,No,No,53,Yes,No phone service,DSL,No,Yes,No,Yes,No internet service,Yes,Month-to-month,Yes,Electronic check,25.02,2694.95,Yes
ID_2708,Female,0,Yes,No,46,Yes,Yes,DSL,Yes,No,No,Yes,No,No,Month-to-month,Yes,Mailed check,100.74,7027.88,Yes
ID_2709,Female,0,Yes,No,4,Yes,No,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Credit card (automatic),34.72,2261.25,No
ID_2710,Female,0,No,Yes,34,Yes,No,DSL,Yes,No,No,No internet service,No internet service,No,Month-to-month,Yes,Electronic check,40.38,2906.79,Yes
ID_2711,Male,0,No,No,66,Yes,No,No,No internet service,No,Yes,No,No internet service,Yes,One year,Yes,Bank transfer (automatic),68.68,8573.82,No
ID_2712,Female,0,No,No,63,Yes,No,Fiber optic,Yes,No,Yes,No internet service,No,No internet service,Month-to-month,No,Electronic check,65.09,1492.38,Yes
ID_2713,Female,1,Yes,No,61,Yes,No,No,Yes,Yes,Yes,No,Yes,No internet service,Month-to-month,Yes,Electronic check,114.11,5496.77,Yes
ID_2714,Female,0,No,No,42,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No,No,One year,Yes,Credit card (automatic),63.1,3438.47,No
ID_2715,Male,0,Yes,No,64,Yes,Yes,Fiber optic,No internet service,Yes,No,No,Yes,No,Month-to-month,No,Credit card (automatic),60.52,2789.54,Yes
ID_2716,Female,0,Yes,No,17,Yes,No,Fiber optic,Yes,Yes,No internet service,Yes,No,No,Month-to-month,Yes,Electronic check,100.72,1171.58,Yes
ID_2717,Male,0,Yes,Yes,61,Yes,No,No,Yes,Yes,No internet service,No internet service,Yes,No,Two year,Yes,Credit card (automatic),47.77,4633.7,No
ID_2718,Male,0,Yes,No,30,Yes,No,Fiber optic,No,Yes,No,No internet service,No,No,Month-to-month,No,Mailed check,98.56,4957.56,Yes
ID_2719,Female,0,No,No,43,No,No,DSL,No,Yes,No,No,No,Yes,One year,No,Electronic check,42.92,5980.3,No
ID_2720,Female,0,No,Yes,7,Yes,Yes,Fiber optic,No internet service,No,No internet service,No internet service,No,No internet service,Month-to-month,Yes,Electronic check,58.97,6847.48,Yes
ID_2721,Male,0,No,No,46,Yes,Yes,Fiber optic,No,No,Yes,Yes,No internet service,No,Two year,Yes,Bank transfer (automatic),110.03,3595.34,No
ID_2722,Female,0,Yes,No,23,No,Yes,No,Yes,Yes,Yes,No internet service,Yes,No internet service,One year,Yes,Electronic check,65.77,4686.39,No
ID_2723,Male,0,No,No,36,Yes,Yes,Fiber optic,Yes,No internet service,No,No,Yes,No,Month-to-month,No,Bank transfer (automatic),111.81,583.7,Yes
ID_2724,Male,0,No,No,14,Yes,No,DSL,No,No,Yes,No,No,Yes,Month-to-month,No,Electronic check,56.24,3634.4,Yes
ID_2725,Female,0,Yes,No,20,Yes,No,DSL,No,No,Yes,No internet service,No internet service,Yes,One year,Yes,Electronic check,27.05,1162.27,Yes
ID_2726,Female,0,No,No,56,Yes,Yes,No,No internet service,No,Yes,Yes,No internet service,No,Two year,Yes,Bank transfer (automatic),94.93,25.08,No
ID_2727,Male,0,No,Yes,32,Yes,No,No,No internet service,No,Yes,Yes,Yes,No internet service,Month-to-month,No,Credit card (automatic),43.19,536.58,Yes
ID_2728,Male,0,No,No,25,Yes,Yes,Fiber optic,Yes,Yes,No,No,Yes,No,Month-to-month,No,Bank transfer (automatic),93.48,232.95,Yes
ID_2729,Male,1,Yes,No,49,Yes,No phone service,DSL,No,No,No,No internet service,No,No,Month-to-month,No,Electronic check,76.16,3418.3,Yes
ID_2730,Male,0,No,No,57,Yes,Yes,DSL,No internet service,No internet service,No,Yes,No,Yes,One year,Yes,Credit card (automatic),116.2,3349.49,No
ID_2731,Female,0,No,No,27,No,Yes,Fiber optic,No internet service,Yes,Yes,No,No internet service,Yes,Month-to-month,No,Electronic check,61.05,1743.22,Yes
ID_2732,Female,0,Yes,Yes,27,Yes,No,No,No,No internet service,No,No,No,Yes,Month-to-month,No,Bank transfer (automatic),108.18,4050.17,Yes
ID_2733,Female,0,No,No,46,Yes,No,No,No,No,Yes,No,No internet service,No,Month-to-month,Yes,Bank transfer (automatic),90.99,707.96,Yes
ID_2734,Female,0,Yes,No,45,No,Yes,No,No,Yes,No,No,No,No internet service,Month-to-month,Yes,Mailed check,32.84,2547.9,No
ID_2735,Female,1,No,Yes,26,Yes,Yes,Fiber optic,No,No internet service,No internet service,No internet service,Yes,Yes,Month-to-month,No,Bank transfer (automatic),89.83,412.61,Yes
ID_2736,Male,0,No,No,14,Yes,Yes,No,No,Yes,Yes,No,No internet service,Yes,Two year,No,Electronic check,82.33,76.89,Yes
ID_2737,Female,1,No,Yes,48,Yes,Yes,DSL,No,Yes,Yes,No internet service,Yes,No,Month-to-month,Yes,Credit card (automatic),116.53,5106.05,Yes
ID_2738,Female,1,No,No,15,Yes,Yes,DSL,No,No internet service,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,64.19,6234.79,Yes
ID_2739,Female,0,Yes,Yes,51,Yes,No,No,Yes,No,Yes,No,No internet service,No,Month-to-month,Yes,Credit card (automatic),74.07,2259.79,Yes
ID_2740,Female,0,Yes,Yes,54,Yes,No,DSL,No,No,Yes,No,No internet service,No internet service,Two year,Yes,Electronic check,89.56,6022.11,No
ID_2741,Female,0,No,Yes,11,Yes,No,Fiber optic,No,No,Yes,Yes,Yes,No,Month-to-month,Yes,Mailed check,79.36,5459.8,Yes
ID_2742,Male,0,Yes,No,28,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,No,Yes,Month-to-month,Yes,Bank transfer (automatic),80.1,6739.34,Yes
ID_2743,Male,1,Yes,No,55,Yes,No,DSL,No,Yes,No internet service,No,No,Yes,Two year,No,Credit card (automatic),63.65,1799.01,No
ID_2744,Male,0,Yes,Yes,69,Yes,No,DSL,No,No internet service,No internet service,No,No,No,Month-to-month,Yes,Bank transfer (automatic),95.74,4185.54,No
ID_2745,Female,1,Yes,No,26,Yes,Yes,DSL,No,Yes,No,No,No,No internet service,One year,No,Electronic check,19.21,1846.34,No
ID_2746,Male,0,No,Yes,70,Yes,No,Fiber optic,Yes,No,No internet service,No,No internet service,No internet service,Month-to-month,No,Mailed check,34.07,7563.94,Yes
ID_2747,Male,1,No,Yes,32,Yes,Yes,DSL,Yes,Yes,Yes,No internet service,No internet service,Yes,Month-to-month,Yes,Bank transfer (automatic),103.86,5612.32,Yes
ID_2748,Female,1,Yes,No,48,Yes,Yes,Fiber optic,Yes,No internet service,Yes,No,No internet service,Yes,Month-to-month,Yes,Credit card (automatic),111.81,757.66,Yes
ID_2749,Female,0,Yes,Yes,12,Yes,Yes,Fiber optic,Yes,No internet service,Yes,No,Yes,No,Month-to-month,Yes,Mailed check,92.49,3189.32,Yes
ID_2750,Female,0,Yes,No,70,Yes,No,DSL,No,Yes,No,No,Yes,Yes,One year,Yes,Electronic check,34.05,351.16,No
ID_2751,Male,0,Yes,No,61,Yes,Yes,DSL,No internet service,No,No internet service,No,No,Yes,Month-to-month,No,Electronic check,76.51,8552.86,Yes
ID_2752,Male,0,Yes,Yes,34,Yes,No,Fiber optic,No,No internet service,Yes,No internet service,No,Yes,Month-to-month,Yes,Credit card (automatic),46.37,7153.65,Yes
ID_2753,Female,1,Yes,No,45,Yes,No,DSL,No internet service,No internet service,Yes,No internet service,Yes,No,Month-to-month,Yes,Electronic check,74.71,3077.39,No
ID_2754,Female,0,No,No,60,Yes,No,Fiber optic,No,No,No internet service,No,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),38.84,3349.32,No
ID_2755,Male,0,No,No,65,Yes,Yes,No,Yes,Yes,No,Yes,Yes,No,Month-to-month,Yes,Credit card (automatic),32.04,3220.57,Yes
ID_2756,Male,0,Yes,Yes,71,Yes,No,DSL,Yes,No,No,No,No,No,One year,No,Credit card (automatic),37.61,5717.01,Yes
ID_2757,Female,1,No,No,13,Yes,No,No,No,No,No,No internet service,Yes,Yes,Two year,Yes,Electronic check,107.99,3035.93,No
ID_2758,Female,0,No,No,48,No,No,Fiber optic,No,No internet service,Yes,Yes,No,No internet service,Month-to-month,No,Credit card (automatic),24.08,1859.4,Yes
ID_2759,Male,0,Yes,Yes,49,Yes,No,Fiber optic,Yes,No,No,No internet service,No,Yes,Month-to-month,No,Credit card (automatic),21.76,2341.45,Yes
ID_2760,Female,0,Yes,No,58,Yes,Yes,No,No,Yes,No,No,No,No,Month-to-month,No,Credit card (automatic),37.41,6913.45,No
ID_2761,Male,0,No,Yes,70,Yes,Yes,Fiber optic,No internet service,Yes,Yes,No internet service,No,Yes,Month-to-month,No,Bank transfer (automatic),75.24,910.6,Yes
ID_2762,Male,0,Yes,No,61,Yes,No,DSL,Yes,No internet service,No internet service,No,No,No internet service,Month-to-month,No,Mailed check,27.21,3745.98,No
ID_2763,Male,0,No,No,26,Yes,No,DSL,No internet service,No,Yes,No,No,No,Month-to-month,Yes,Bank transfer (automatic),70.45,3448.66,No
ID_2764,Male,0,No,Yes,39,No,Yes,No,Yes,No,No,No,No,No,Month-to-month,No,Bank transfer (automatic),90.61,4845.34,Yes
ID_2765,Female,0,Yes,Yes,58,Yes,Yes,DSL,No,No,Yes,No internet service,Yes,Yes,Month-to-month,Yes,Mailed check,72.52,544.64,Yes
ID_2766,Female,0,No,No,27,Yes,Yes,Fiber optic,No,No internet service,Yes,No,No,Yes,Month-to-month,Yes,Mailed check,95.32,309.56,Yes
ID_2767,Male,0,No,No,40,Yes,No phone service,Fiber optic,No,Yes,Yes,No,Yes,No,Month-to-month,Yes,Bank transfer (automatic),70.49,6038.46,No
ID_2768,Male,0,Yes,No,31,Yes,Yes,DSL,No,No,Yes,No,Yes,No,Two year,No,Mailed check,27.38,4552.25,No
ID_2769,Male,0,Yes,No,3,Yes,Yes,No,Yes,No internet service,No,No internet service,Yes,Yes,One year,Yes,Bank transfer (automatic),85.52,1069.59,Yes
ID_2770,Male,1,No,Yes,15,Yes,No,Fiber optic,No,No,Yes,No,Yes,No internet service,Month-to-month,No,Credit card (automatic),51.16,3356.18,No
ID_2771,Male,0,No,No,54,Yes,No,Fiber optic,Yes,Yes,No internet service,No internet service,No,No,Month-to-month,Yes,Electronic check,70.51,4559.43,No
ID_2772,Female,1,No,Yes,70,Yes,No,Fiber optic,No,Yes,Yes,No internet service,No,No,One year,Yes,Credit card (automatic),118.23,3079.86,No
ID_2773,Female,0,No,No,11,Yes,No,DSL,No internet service,Yes,No,No,No internet service,Yes,Month-to-month,No,Electronic check,45.86,1006.38,No
ID_2774,Female,0,Yes,No,30,Yes,No,Fiber optic,No internet service,No internet service,Yes,Yes,No,Yes,Month-to-month,No,Bank transfer (automatic),100.77,1322.98,Yes
ID_2775,Female,0,Yes,Yes,35,Yes,No,No,Yes,Yes,Yes,No internet service,No,No,Month-to-month,No,Credit card (automatic),74.96,2144.91,Yes
ID_2776,Male,0,Yes,Yes,43,Yes,Yes,Fiber optic,No,No internet service,Yes,Yes,Yes,No internet service,Month-to-month,Yes,Electronic check,110.28,29.4,No
ID_2777,Male,0,Yes,Yes,61,Yes,No,No,No,Yes,No internet service,Yes,Yes,Yes,Two year,Yes,Credit card (automatic),109.77,6333.86,Yes
ID_2778,Male,0,No,Yes,40,Yes,Yes,DSL,No,Yes,Yes,Yes,No,Yes,Month-to-month,Yes,Credit card (automatic),90.04,5968.7,No
ID_2779,Male,0,No,No,42,Yes,Yes,No,No,No internet service,No,Yes,Yes,No,One year,Yes,Credit card (automatic),48.85,7655.34,No
ID_2780,Male,0,No,No,42,Yes,Yes,Fiber optic,No,No internet service,Yes,No internet service,No,Yes,Month-to-month,Yes,Mailed check,113.84,1010.55,Yes
ID_2781,Female,0,No,No,3,Yes,No,No,No,Yes,No,Yes,No,Yes,Month-to-month,Yes,Electronic check,102.21,5354.15,Yes
ID_2782,Male,0,Yes,No,21,Yes,No,DSL,No internet service,Yes,No internet service,Yes,Yes,Yes,One year,No,Electronic check,115.4,6275.5,Yes
ID_2783,Female,0,Yes,No,53,Yes,No,Fiber optic,No internet service,No,No,No,No,Yes,One year,Yes,Electronic check,115.74,5280.41,No
ID_2784,Female,0,Yes,No,44,Yes,No,No,No,Yes,No,No,Yes,No,One year,Yes,Bank transfer (automatic),62.49,3101.77,No
ID_2785,Female,0,No,Yes,46,Yes,Yes,Fiber optic,No,No internet service,No,No,No,No internet service,Month-to-month,No,Bank transfer (automatic),28.08,2844.68,No
ID_2786,Female,0,Yes,Yes,37,Yes,Yes,DSL,No internet service,No,No internet service,No,Yes,No internet service,One year,Yes,Electronic check,69.08,1217.78,No
ID_2787,Male,0,No,No,38,Yes,No,DSL,No,No,No,No,Yes,No,One year,Yes,Mailed check,30.46,8437.12,No
ID_2788,Female,1,No,No,38,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,No internet service,Yes,Month-to-month,Yes,Mailed check,67.54,980.64,Yes
ID_2789,Female,1,Yes,Yes,11,Yes,Yes,No,No internet service,Yes,Yes,No,No,No,Month-to-month,No,Credit card (automatic),73.42,5932.97,Yes
ID_2790,Female,0,Yes,Yes,45,Yes,No,Fiber optic,Yes,No,No,No internet service,Yes,No,Month-to-month,Yes,Electronic check,76.23,7691.91,No
ID_2791,Male,0,No,No,64,Yes,No,Fiber optic,Yes,Yes,No,No internet service,No,Yes,Month-to-month,Yes,Credit card (automatic),19.16,7819.64,No
ID_2792,Male,0,Yes,No,44,Yes,Yes,No,No internet service,No,Yes,Yes,Yes,No,One year,Yes,Bank transfer (automatic),104.31,8029.39,No
ID_2793,Male,0,No,No,62,Yes,No,Fiber optic,No internet service,No internet service,No,No,Yes,No internet service,Two year,No,Bank transfer (automatic),64.31,5736.64,Yes
ID_2794,Female,0,No,Yes,61,Yes,No,Fiber optic,Yes,Yes,No,No,No internet service,Yes,Month-to-month,Yes,Electronic check,89.37,1149.45,No
ID_2795,Female,0,Yes,No,12,Yes,Yes,DSL,No,No,No,No internet service,No,Yes,Month-to-month,Yes,Electronic check,29.29,4524.88,No
ID_2796,Male,0,Yes,No,9,Yes,Yes,Fiber optic,No,No internet service,No,Yes,Yes,No,Month-to-month,No,Credit card (automatic),93.13,3817.73,Yes
ID_2797,Female,0,Yes,Yes,67,Yes,Yes,Fiber optic,No,No,No internet service,Yes,No internet service,No,One year,No,Mailed check,62.61,5839.83,Yes
ID_2798,Male,0,No,No,2,Yes,Yes,DSL,Yes,No internet service,Yes,No internet service,Yes,No,Two year,No,Bank transfer (automatic),92.69,3992.47,Yes
ID_2799,Male,0,Yes,Yes,8,Yes,Yes,Fiber optic,No internet service,Yes,No internet service,No internet service,Yes,No,Month-to-month,No,Credit card (automatic),111.28,7143.77,Yes
ID_2800,Female,0,No,No,43,Yes,No phone service,DSL,No internet service,Yes,Yes,No,Yes,No,Two year,No,Electronic check,91.71,3589.39,No
ID_2801,Female,0,No,No,18,Yes,No,DSL,No,Yes,Yes,Yes,Yes,No,Month-to-month,Yes,Electronic check,80.04,6550.94,Yes
ID_2802,Female,0,No,No,52,Yes,No,Fiber optic,No internet service,No internet service,No internet service,No internet service,Yes,Yes,Month-to-month,No,Mailed check,89.26,8264.41,Yes
ID_2803,Female,0,Yes,No,39,Yes,Yes,Fiber optic,No internet service,Yes,No,No,No,Yes,Two year,No,Mailed check,92.64,6318.05,No
ID_2804,Male,0,No,Yes,31,Yes,Yes,DSL,No,No,No,Yes,No,No,One year,No,Credit card (automatic),68.7,6629.62,No
ID_2805,Male,0,No,No,14,Yes,No,DSL,No internet service,No internet service,Yes,No internet service,No,No internet service,Two year,Yes,Electronic check,102.25,6179.48,Yes
ID_2806,Male,0,No,No,64,Yes,No,Fiber optic,No internet service,No internet service,Yes,No,No,No,One year,Yes,Credit card (automatic),73.98,7302.59,No
ID_2807,Male,1,No,No,44,Yes,No,DSL,Yes,No internet service,No,Yes,No,Yes,Month-to-month,No,Mailed check,81.84,2546.78,Yes
ID_2808,Male,0,No,Yes,60,Yes,Yes,Fiber optic,Yes,No,No,No internet service,No,No,Month-to-month,No,Electronic check,60.81,8616.36,No
ID_2809,Female,1,No,No,2,Yes,No phone service,No,No,No,No,No,No internet service,No internet service,One year,No,Bank transfer (automatic),114.02,6915.46,Yes
ID_2810,Male,0,Yes,No,32,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,No,Month-to-month,Yes,Bank transfer (automatic),70.01,6586.84,No
ID_2811,Male,0,No,No,36,Yes,Yes,DSL,Yes,No,No,No internet service,No internet service,Yes,One year,No,Electronic check,39.68,794.52,No
ID_2812,Male,0,Yes,No,55,Yes,No,DSL,Yes,Yes,No,No,Yes,No,One year,No,Mailed check,50.26,2905.56,No
ID_2813,Female,0,No,No,63,Yes,No,DSL,No internet service,No,No internet service,Yes,Yes,No,Month-to-month,Yes,Electronic check,33.1,2214.91,Yes
